1000 2000
524 839 30249646 
524 754 54774566 
524 860 644140 
525 916 42371421 
525 915 80826066 
525 646 82099052 
526 908 63911763 
527 923 36417595 
527 829 25771585 
527 902 98782303 
527 705 19240360 
527 718 78624727 
528 876 29747640 
528 973 67226095 
528 970 63751016 
528 807 80604433 
529 792 44797812 
530 891 40798338 
530 885 27114821 
530 598 39170246 
530 833 88440194 
530 533 82655594 
531 994 78050864 
532 732 88383709 
532 559 95991401 
532 852 66010446 
533 845 42462659 
533 749 38378144 
533 712 2091279 
534 580 44759775 
535 737 16656131 
536 555 53413263 
536 600 85747116 
537 807 91801027 
537 850 55119517 
537 667 15452081 
539 855 90020229 
540 734 49073426 
540 769 51503621 
541 906 38748897 
542 610 9374653 
544 930 17953172 
545 923 82090815 
545 879 72654500 
545 671 34405742 
546 906 38334559 
546 751 670838 
549 916 95863859 
549 571 42767986 
549 684 35876705 
550 871 66496888 
551 956 22730313 
552 568 73089837 
553 814 5812700 
554 868 60723663 
555 766 12786800 
556 684 65918355 
556 564 97478156 
557 847 1620770 
558 857 4271939 
559 654 47767857 
560 935 81363612 
560 799 16258034 
562 741 47811494 
562 893 6698866 
562 821 8681280 
563 611 56373582 
563 849 68686521 
563 788 12912051 
564 582 98987998 
564 639 60779989 
565 782 6077149 
566 637 14894494 
567 967 31145269 
568 637 93519114 
568 829 84171933 
569 705 41864059 
569 854 10538002 
569 963 16470418 
570 864 8815387 
570 851 42306407 
570 812 26405664 
571 909 65323424 
571 847 21464750 
571 725 11647106 
571 625 72095803 
573 892 32774131 
573 638 72314651 
574 575 82171227 
574 821 49772946 
574 723 39528758 
576 867 49642794 
576 577 14776987 
576 782 38610390 
576 799 12598065 
577 961 38898455 
577 730 34906997 
577 776 79274361 
577 769 64525499 
578 782 8743342 
578 720 3156225 
578 842 91015281 
580 819 92285784 
581 616 3337177 
581 940 91888743 
584 853 81412145 
585 807 75506363 
585 955 15364423 
585 918 88960746 
587 757 75427838 
588 610 44948805 
588 773 80192161 
588 909 82661183 
589 991 65813800 
590 958 45284367 
590 889 65164775 
591 945 29908650 
592 690 56527539 
593 889 29856607 
594 922 27873328 
595 602 84932345 
595 981 29226713 
597 848 41304979 
598 706 88205950 
598 880 89431753 
599 956 78771336 
601 789 27469678 
601 953 29423759 
603 865 67085065 
604 883 97783507 
604 634 85282829 
604 986 15659139 
605 760 81763760 
606 848 79748667 
606 669 22448109 
607 717 78756038 
608 958 31424235 
609 616 41572446 
609 811 76104368 
611 925 96416811 
611 633 83894936 
611 657 60695476 
612 718 78538156 
612 679 64672487 
612 924 68474498 
612 905 68959474 
615 766 3706893 
616 850 26826317 
616 845 35504150 
616 983 53109431 
617 649 88209097 
618 718 85432485 
618 979 64569573 
622 671 53339234 
623 755 89881881 
624 823 41294116 
626 683 49168279 
626 767 85408784 
627 961 49179280 
628 875 50089238 
630 682 29279167 
631 856 70005696 
631 880 96913978 
632 663 59838822 
632 844 49816436 
633 653 88954723 
634 816 28169610 
635 833 30931063 
635 977 42312308 
635 969 32504864 
636 897 75703780 
636 766 40990564 
637 844 53018277 
637 702 96676566 
638 937 97686295 
638 826 49619352 
638 910 50798341 
639 869 61716537 
640 973 96979106 
640 774 1130980 
640 734 61933273 
641 967 93042941 
643 911 46874155 
643 685 21001088 
643 906 27142338 
644 656 5571542 
645 871 68959243 
645 760 98058959 
647 730 91625087 
647 663 20966640 
648 851 91075049 
648 687 20619827 
648 868 32998550 
649 947 81555115 
650 789 45274322 
650 856 42990739 
651 714 55395487 
652 963 83116843 
652 761 96706302 
653 963 58912731 
654 659 64070543 
654 754 46904191 
654 956 9197915 
656 920 5700624 
656 679 92601707 
656 852 78180331 
657 774 20588588 
657 788 83428351 
659 872 91175556 
660 672 50596165 
662 992 13140191 
662 842 65482687 
662 993 18856581 
662 733 62303109 
662 813 26218909 
664 949 59800380 
664 725 22786994 
665 682 54562017 
666 912 34029404 
668 826 34523586 
668 763 86191294 
670 933 92138564 
671 729 30980393 
671 753 63920771 
671 837 83468765 
672 887 63548499 
673 887 16016860 
674 841 21172961 
674 966 88398762 
676 890 92581088 
678 740 37718023 
678 712 98437106 
680 967 61985279 
682 720 7050748 
682 693 50872608 
684 915 48361948 
686 900 62555494 
687 979 64791605 
687 874 20592492 
687 860 58573927 
688 923 39332832 
689 926 57930211 
689 705 58234320 
690 875 9686123 
692 996 18790006 
692 968 4861235 
692 756 91882511 
693 920 35080652 
693 977 61912402 
693 936 29996849 
693 727 60639050 
693 762 93526037 
694 860 1676983 
697 719 5327657 
697 958 44806540 
698 975 24450803 
698 821 49905995 
699 798 27117484 
700 767 80315824 
700 789 41169209 
701 845 75502462 
701 870 40346447 
701 867 11153729 
701 950 52730486 
702 951 51908516 
702 784 33762666 
703 710 15822181 
704 914 99586582 
704 728 63145156 
704 784 51292812 
707 906 95803182 
707 881 33087616 
708 846 86234528 
709 881 4000489 
710 793 393624 
710 713 40299994 
710 784 94521296 
711 962 3938471 
711 882 89840017 
711 820 45444486 
711 906 8534150 
712 942 76361266 
713 816 59905571 
714 854 44706381 
715 878 68882793 
716 810 80000787 
716 718 24885698 
718 746 83033104 
719 731 32779674 
719 973 90704169 
719 809 65354735 
719 909 64276924 
720 826 63298901 
721 929 42028905 
722 772 3318344 
724 795 66399059 
724 966 47875808 
727 804 52988337 
729 795 88081836 
729 891 64462892 
729 754 65924479 
730 901 78264730 
730 905 64662240 
730 910 91529226 
733 878 74485206 
733 978 41156279 
736 971 99552333 
736 943 9842518 
737 766 61032233 
737 807 32308477 
738 956 23239651 
738 844 5152037 
738 771 49264768 
739 902 17619852 
741 968 95573996 
742 812 13533399 
742 883 91826355 
742 951 54995274 
743 986 97049810 
744 880 21474228 
747 925 52847263 
747 901 15937505 
747 856 62593045 
748 891 53083109 
750 781 8527885 
751 893 58681472 
751 766 14150413 
751 991 29857935 
752 854 56133006 
752 812 20555187 
753 862 91785452 
753 944 79084789 
753 786 22875921 
754 914 44094034 
755 876 52047358 
755 804 24243964 
755 868 16258762 
756 825 28250817 
756 949 36994789 
756 982 77033942 
757 985 67464346 
760 888 16621402 
762 982 15158459 
763 920 49605125 
763 968 24496449 
764 786 62225732 
765 959 16305638 
765 814 57294212 
766 914 28062273 
766 922 37164532 
767 799 52171367 
769 876 56622266 
770 830 2048478 
771 851 13265634 
773 808 18899896 
773 828 55032490 
774 786 57197863 
774 816 82655529 
776 869 8909858 
777 989 81637461 
777 964 11170487 
778 864 64781673 
778 957 82403517 
779 885 8978093 
780 981 56821504 
781 902 79487130 
782 956 88591572 
783 931 66826903 
788 962 89887032 
790 974 56069123 
793 973 31632006 
797 870 26367465 
799 900 59823615 
799 922 84395958 
802 910 10680000 
803 987 85075378 
804 998 16392715 
804 987 71365395 
806 959 45428908 
810 917 34848243 
810 907 33569130 
813 871 35926390 
814 996 50316879 
816 902 18256021 
817 975 41116653 
817 949 85970986 
818 837 20311408 
818 880 57712223 
820 942 86742717 
822 930 23064897 
823 998 84282593 
823 862 74249312 
824 913 57412082 
825 835 10968978 
825 844 37468101 
825 865 85264903 
826 912 76174448 
832 934 34053264 
835 872 24785666 
836 937 90917003 
839 939 19122102 
842 931 90001876 
843 872 65875167 
844 867 20568568 
844 871 16453346 
845 868 64368200 
847 882 95424807 
848 990 78127060 
848 894 94396766 
849 964 13462583 
850 935 42619108 
850 865 98149735 
851 991 12772231 
853 991 22781664 
853 974 61218411 
856 958 38916060 
856 882 23508038 
857 868 79431897 
859 884 30348953 
859 909 32034142 
861 927 40564130 
862 894 73379172 
863 941 32237431 
864 915 87704310 
867 986 99377832 
868 971 27478081 
871 956 83109587 
873 992 25714528 
874 978 3370199 
878 976 28969351 
881 957 37756525 
882 942 41834602 
884 905 57947791 
892 919 95251341 
894 940 55083404 
895 943 99355614 
900 992 21111289 
905 947 78994121 
905 958 71039119 
908 987 83065413 
919 923 40554112 
944 999 64277936 
951 992 43683220 
960 988 79120458 
963 998 9399805 
